parameter_id,sector,department,fuel,combustion_technology,pollutant,mode,value,unit,capacity_condition,source_section,physical_pdf_page
D-ES-PETCOKE-OILBOILER-BC,电力热力源,电力供应,石油焦,燃油锅炉,BC,constant,0.04,g/kg燃料,,附录D 表D.1,44
D-ES-PETCOKE-OILBOILER-OC,电力热力源,电力供应,石油焦,燃油锅炉,OC,constant,0.01,g/kg燃料,,附录D 表D.1,44
D-ES-OTHPET-OILBOILER-CO,电力热力源,电力供应,其它石油制品,燃油锅炉,CO,constant,0.6,g/kg燃料,,附录D 表D.1,44
D-ES-OTHPET-OILBOILER-NOX,电力热力源,电力供应,其它石油制品,燃油锅炉,NOX,constant,5.84,g/kg燃料,,附录D 表D.1,44
D-ES-OTHPET-OILBOILER-SO2,电力热力源,电力供应,其它石油制品,燃油锅炉,SO2,constant,0,g/kg燃料,,附录D 表D.1,44
D-ES-OTHPET-OILBOILER-VOCS,电力热力源,电力供应,其它石油制品,燃油锅炉,VOCS,constant,0.13,g/kg燃料,,附录D 表D.1,44
D-ES-OTHPET-OILBOILER-PM25,电力热力源,电力供应,其它石油制品,燃油锅炉,PM25,constant,0.62,g/kg燃料,,附录D 表D.1,44
D-ES-OTHPET-OILBOILER-PM10,电力热力源,电力供应,其它石油制品,燃油锅炉,PM10,constant,0.85,g/kg燃料,,附录D 表D.1,44
D-ES-OTHPET-OILBOILER-BC,电力热力源,电力供应,其它石油制品,燃油锅炉,BC,constant,0.04,g/kg燃料,,附录D 表D.1,44
D-ES-OTHPET-OILBOILER-OC,电力热力源,电力供应,其它石油制品,燃油锅炉,OC,constant,0.01,g/kg燃料,,附录D 表D.1,44
D-HS-COAL-PF-CO,电力热力源,热力生产和供应,煤炭,煤粉炉,CO,constant,2,g/kg燃料,,附录D 表D.1,44
D-HS-COAL-PF-NOX,电力热力源,热力生产和供应,煤炭,煤粉炉,NOX,constant,8.85,g/kg燃料,,附录D 表D.1,44
D-HS-COAL-PF-SO2,电力热力源,热力生产和供应,煤炭,煤粉炉,SO2,coal_sulfur_balance,,,,附录D 表D.1,44
D-HS-COAL-PF-VOCS,电力热力源,热力生产和供应,煤炭,煤粉炉,VOCS,constant,0.18,g/kg燃料,,附录D 表D.1,44
D-HS-COAL-PF-PM25,电力热力源,热力生产和供应,煤炭,煤粉炉,PM25,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COAL-PF-PM10,电力热力源,热力生产和供应,煤炭,煤粉炉,PM10,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COAL-PF-BC,电力热力源,热力生产和供应,煤炭,煤粉炉,BC,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COAL-PF-OC,电力热力源,热力生产和供应,煤炭,煤粉炉,OC,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COAL-CFB-CO,电力热力源,热力生产和供应,煤炭,流化床炉,CO,constant,2,g/kg燃料,,附录D 表D.1,44
D-HS-COAL-CFB-NOX,电力热力源,热力生产和供应,煤炭,流化床炉,NOX,constant,7.5,g/kg燃料,,附录D 表D.1,44
D-HS-COAL-CFB-SO2,电力热力源,热力生产和供应,煤炭,流化床炉,SO2,coal_sulfur_balance,,,,附录D 表D.1,44
D-HS-COAL-CFB-VOCS,电力热力源,热力生产和供应,煤炭,流化床炉,VOCS,constant,0.18,g/kg燃料,,附录D 表D.1,44
D-HS-COAL-CFB-PM25,电力热力源,热力生产和供应,煤炭,流化床炉,PM25,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COAL-CFB-PM10,电力热力源,热力生产和供应,煤炭,流化床炉,PM10,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COAL-CFB-BC,电力热力源,热力生产和供应,煤炭,流化床炉,BC,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COAL-CFB-OC,电力热力源,热力生产和供应,煤炭,流化床炉,OC,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COAL-AUTOGRATE-CO,电力热力源,热力生产和供应,煤炭,自动炉排层燃炉,CO,constant,8,g/kg燃料,,附录D 表D.1,44
D-HS-COAL-AUTOGRATE-NOX,电力热力源,热力生产和供应,煤炭,自动炉排层燃炉,NOX,constant,4,g/kg燃料,,附录D 表D.1,44
D-HS-COAL-AUTOGRATE-SO2,电力热力源,热力生产和供应,煤炭,自动炉排层燃炉,SO2,coal_sulfur_balance,,,,附录D 表D.1,44
D-HS-COAL-AUTOGRATE-VOCS,电力热力源,热力生产和供应,煤炭,自动炉排层燃炉,VOCS,constant,0.18,g/kg燃料,,附录D 表D.1,44
D-HS-COAL-AUTOGRATE-PM25,电力热力源,热力生产和供应,煤炭,自动炉排层燃炉,PM25,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COAL-AUTOGRATE-PM10,电力热力源,热力生产和供应,煤炭,自动炉排层燃炉,PM10,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COAL-AUTOGRATE-BC,电力热力源,热力生产和供应,煤炭,自动炉排层燃炉,BC,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COAL-AUTOGRATE-OC,电力热力源,热力生产和供应,煤炭,自动炉排层燃炉,OC,coal_particle_balance,,,,附录D 表D.1,44
D-HS-COKE-NA-CO,电力热力源,热力生产和供应,焦炭,不分技术,CO,constant,2,g/kg燃料,,附录D 表D.1,45
D-HS-COKE-NA-NOX,电力热力源,热力生产和供应,焦炭,不分技术,NOX,constant,8.85,g/kg燃料,,附录D 表D.1,45
D-HS-COKE-NA-SO2,电力热力源,热力生产和供应,焦炭,不分技术,SO2,coal_sulfur_balance,,,,附录D 表D.1,45
D-HS-COKE-NA-VOCS,电力热力源,热力生产和供应,焦炭,不分技术,VOCS,constant,0.04,g/kg燃料,,附录D 表D.1,45
D-HS-COKE-NA-PM25,电力热力源,热力生产和供应,焦炭,不分技术,PM25,coal_particle_balance,,,,附录D 表D.1,45
D-HS-COKE-NA-PM10,电力热力源,热力生产和供应,焦炭,不分技术,PM10,coal_particle_balance,,,,附录D 表D.1,45
D-HS-COKE-NA-BC,电力热力源,热力生产和供应,焦炭,不分技术,BC,coal_particle_balance,,,,附录D 表D.1,45
D-HS-COKE-NA-OC,电力热力源,热力生产和供应,焦炭,不分技术,OC,coal_particle_balance,,,,附录D 表D.1,45
D-HS-GANGUE-NA-CO,电力热力源,热力生产和供应,煤矸石,不分技术,CO,constant,2,g/kg燃料,,附录D 表D.1,45
D-HS-GANGUE-NA-NOX,电力热力源,热力生产和供应,煤矸石,不分技术,NOX,constant,8.85,g/kg燃料,,附录D 表D.1,45
D-HS-GANGUE-NA-SO2,电力热力源,热力生产和供应,煤矸石,不分技术,SO2,coal_sulfur_balance,,,,附录D 表D.1,45
D-HS-GANGUE-NA-VOCS,电力热力源,热力生产和供应,煤矸石,不分技术,VOCS,constant,0.18,g/kg燃料,,附录D 表D.1,45
D-HS-GANGUE-NA-PM25,电力热力源,热力生产和供应,煤矸石,不分技术,PM25,coal_particle_balance,,,,附录D 表D.1,45
D-HS-GANGUE-NA-PM10,电力热力源,热力生产和供应,煤矸石,不分技术,PM10,coal_particle_balance,,,,附录D 表D.1,45
D-HS-GANGUE-NA-BC,电力热力源,热力生产和供应,煤矸石,不分技术,BC,coal_particle_balance,,,,附录D 表D.1,45
D-HS-GANGUE-NA-OC,电力热力源,热力生产和供应,煤矸石,不分技术,OC,coal_particle_balance,,,,附录D 表D.1,45
D-HS-OTHCOKE-NA-CO,电力热力源,热力生产和供应,其它焦化产品,不分技术,CO,constant,2,g/kg燃料,,附录D 表D.1,45
D-HS-OTHCOKE-NA-NOX,电力热力源,热力生产和供应,其它焦化产品,不分技术,NOX,constant,10.06,g/kg燃料,,附录D 表D.1,45
D-HS-OTHCOKE-NA-SO2,电力热力源,热力生产和供应,其它焦化产品,不分技术,SO2,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-OTHCOKE-NA-VOCS,电力热力源,热力生产和供应,其它焦化产品,不分技术,VOCS,constant,0.04,g/kg燃料,,附录D 表D.1,45
D-HS-OTHCOKE-NA-PM25,电力热力源,热力生产和供应,其它焦化产品,不分技术,PM25,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-OTHCOKE-NA-PM10,电力热力源,热力生产和供应,其它焦化产品,不分技术,PM10,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-OTHCOKE-NA-BC,电力热力源,热力生产和供应,其它焦化产品,不分技术,BC,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-OTHCOKE-NA-OC,电力热力源,热力生产和供应,其它焦化产品,不分技术,OC,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-COG-GASBOILER-CO,电力热力源,热力生产和供应,焦炉煤气,燃气锅炉,CO,constant,1.3,g/m3,,附录D 表D.1,45
D-HS-COG-GASBOILER-NOX,电力热力源,热力生产和供应,焦炉煤气,燃气锅炉,NOX,constant,1.35,g/m3,,附录D 表D.1,45
D-HS-COG-GASBOILER-SO2,电力热力源,热力生产和供应,焦炉煤气,燃气锅炉,SO2,constant,0,g/m3,,附录D 表D.1,45
D-HS-COG-GASBOILER-VOCS,电力热力源,热力生产和供应,焦炉煤气,燃气锅炉,VOCS,constant,0.02,g/m3,,附录D 表D.1,45
D-HS-COG-GASBOILER-PM25,电力热力源,热力生产和供应,焦炉煤气,燃气锅炉,PM25,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-COG-GASBOILER-PM10,电力热力源,热力生产和供应,焦炉煤气,燃气锅炉,PM10,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-COG-GASBOILER-BC,电力热力源,热力生产和供应,焦炉煤气,燃气锅炉,BC,constant,0,g/m3,,附录D 表D.1,45
D-HS-COG-GASBOILER-OC,电力热力源,热力生产和供应,焦炉煤气,燃气锅炉,OC,constant,0,g/m3,,附录D 表D.1,45
D-HS-BFG-GASBOILER-CO,电力热力源,热力生产和供应,高炉煤气,燃气锅炉,CO,constant,1.3,g/m3,,附录D 表D.1,45
D-HS-BFG-GASBOILER-NOX,电力热力源,热力生产和供应,高炉煤气,燃气锅炉,NOX,constant,1.35,g/m3,,附录D 表D.1,45
D-HS-BFG-GASBOILER-SO2,电力热力源,热力生产和供应,高炉煤气,燃气锅炉,SO2,constant,0,g/m3,,附录D 表D.1,45
D-HS-BFG-GASBOILER-VOCS,电力热力源,热力生产和供应,高炉煤气,燃气锅炉,VOCS,constant,0.05,g/m3,,附录D 表D.1,45
D-HS-BFG-GASBOILER-PM25,电力热力源,热力生产和供应,高炉煤气,燃气锅炉,PM25,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-BFG-GASBOILER-PM10,电力热力源,热力生产和供应,高炉煤气,燃气锅炉,PM10,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-BFG-GASBOILER-BC,电力热力源,热力生产和供应,高炉煤气,燃气锅炉,BC,constant,0,g/m3,,附录D 表D.1,45
D-HS-BFG-GASBOILER-OC,电力热力源,热力生产和供应,高炉煤气,燃气锅炉,OC,constant,0,g/m3,,附录D 表D.1,45
D-HS-OTHGAS-GASBOILER-CO,电力热力源,热力生产和供应,其它煤气,燃气锅炉,CO,constant,1.3,g/m3,,附录D 表D.1,45
D-HS-OTHGAS-GASBOILER-NOX,电力热力源,热力生产和供应,其它煤气,燃气锅炉,NOX,constant,1.35,g/m3,,附录D 表D.1,45
D-HS-OTHGAS-GASBOILER-SO2,电力热力源,热力生产和供应,其它煤气,燃气锅炉,SO2,constant,0,g/m3,,附录D 表D.1,45
D-HS-OTHGAS-GASBOILER-VOCS,电力热力源,热力生产和供应,其它煤气,燃气锅炉,VOCS,constant,0.05,g/m3,,附录D 表D.1,45
D-HS-OTHGAS-GASBOILER-PM25,电力热力源,热力生产和供应,其它煤气,燃气锅炉,PM25,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-OTHGAS-GASBOILER-PM10,电力热力源,热力生产和供应,其它煤气,燃气锅炉,PM10,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-OTHGAS-GASBOILER-BC,电力热力源,热力生产和供应,其它煤气,燃气锅炉,BC,constant,0,g/m3,,附录D 表D.1,45
D-HS-OTHGAS-GASBOILER-OC,电力热力源,热力生产和供应,其它煤气,燃气锅炉,OC,constant,0,g/m3,,附录D 表D.1,45
D-HS-NG-GASBOILER-CO,电力热力源,热力生产和供应,天然气,燃气锅炉,CO,constant,1.3,g/m3,,附录D 表D.1,45
D-HS-NG-GASBOILER-NOX,电力热力源,热力生产和供应,天然气,燃气锅炉,NOX,constant,4.1,g/m3,,附录D 表D.1,45
D-HS-NG-GASBOILER-SO2,电力热力源,热力生产和供应,天然气,燃气锅炉,SO2,constant,0,g/m3,,附录D 表D.1,45
D-HS-NG-GASBOILER-VOCS,电力热力源,热力生产和供应,天然气,燃气锅炉,VOCS,constant,0.02,g/m3,,附录D 表D.1,45
D-HS-NG-GASBOILER-PM25,电力热力源,热力生产和供应,天然气,燃气锅炉,PM25,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-NG-GASBOILER-PM10,电力热力源,热力生产和供应,天然气,燃气锅炉,PM10,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-NG-GASBOILER-BC,电力热力源,热力生产和供应,天然气,燃气锅炉,BC,constant,0,g/m3,,附录D 表D.1,45
D-HS-NG-GASBOILER-OC,电力热力源,热力生产和供应,天然气,燃气锅炉,OC,constant,0,g/m3,,附录D 表D.1,45
D-HS-LNG-GASBOILER-CO,电力热力源,热力生产和供应,液化天然气,燃气锅炉,CO,constant,0.36,g/kg燃料,,附录D 表D.1,45
D-HS-LNG-GASBOILER-NOX,电力热力源,热力生产和供应,液化天然气,燃气锅炉,NOX,constant,3.74,g/kg燃料,,附录D 表D.1,45
D-HS-LNG-GASBOILER-SO2,电力热力源,热力生产和供应,液化天然气,燃气锅炉,SO2,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-LNG-GASBOILER-VOCS,电力热力源,热力生产和供应,液化天然气,燃气锅炉,VOCS,constant,33,g/kg燃料,,附录D 表D.1,45
D-HS-LNG-GASBOILER-PM25,电力热力源,热力生产和供应,液化天然气,燃气锅炉,PM25,constant,0.17,g/kg燃料,,附录D 表D.1,45
D-HS-LNG-GASBOILER-PM10,电力热力源,热力生产和供应,液化天然气,燃气锅炉,PM10,constant,0.17,g/kg燃料,,附录D 表D.1,45
D-HS-LNG-GASBOILER-BC,电力热力源,热力生产和供应,液化天然气,燃气锅炉,BC,constant,0.02,g/kg燃料,,附录D 表D.1,45
D-HS-LNG-GASBOILER-OC,电力热力源,热力生产和供应,液化天然气,燃气锅炉,OC,constant,0.09,g/kg燃料,,附录D 表D.1,45
D-HS-LPG-GASBOILER-CO,电力热力源,热力生产和供应,液化石油气,燃气锅炉,CO,constant,0.36,g/kg燃料,,附录D 表D.1,45
D-HS-LPG-GASBOILER-NOX,电力热力源,热力生产和供应,液化石油气,燃气锅炉,NOX,constant,3.74,g/kg燃料,,附录D 表D.1,45
D-HS-LPG-GASBOILER-SO2,电力热力源,热力生产和供应,液化石油气,燃气锅炉,SO2,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-LPG-GASBOILER-VOCS,电力热力源,热力生产和供应,液化石油气,燃气锅炉,VOCS,constant,33,g/kg燃料,,附录D 表D.1,45
D-HS-LPG-GASBOILER-PM25,电力热力源,热力生产和供应,液化石油气,燃气锅炉,PM25,constant,0.17,g/kg燃料,,附录D 表D.1,45
D-HS-LPG-GASBOILER-PM10,电力热力源,热力生产和供应,液化石油气,燃气锅炉,PM10,constant,0.17,g/kg燃料,,附录D 表D.1,45
D-HS-LPG-GASBOILER-BC,电力热力源,热力生产和供应,液化石油气,燃气锅炉,BC,constant,0.02,g/kg燃料,,附录D 表D.1,45
D-HS-LPG-GASBOILER-OC,电力热力源,热力生产和供应,液化石油气,燃气锅炉,OC,constant,0.09,g/kg燃料,,附录D 表D.1,45
D-HS-REFGAS-GASBOILER-CO,电力热力源,热力生产和供应,炼厂干气,燃气锅炉,CO,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-REFGAS-GASBOILER-NOX,电力热力源,热力生产和供应,炼厂干气,燃气锅炉,NOX,constant,0.75,g/kg燃料,,附录D 表D.1,45
D-HS-REFGAS-GASBOILER-SO2,电力热力源,热力生产和供应,炼厂干气,燃气锅炉,SO2,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-REFGAS-GASBOILER-VOCS,电力热力源,热力生产和供应,炼厂干气,燃气锅炉,VOCS,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-REFGAS-GASBOILER-PM25,电力热力源,热力生产和供应,炼厂干气,燃气锅炉,PM25,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-REFGAS-GASBOILER-PM10,电力热力源,热力生产和供应,炼厂干气,燃气锅炉,PM10,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-REFGAS-GASBOILER-BC,电力热力源,热力生产和供应,炼厂干气,燃气锅炉,BC,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-REFGAS-GASBOILER-OC,电力热力源,热力生产和供应,炼厂干气,燃气锅炉,OC,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-CONVGAS-GASBOILER-CO,电力热力源,热力生产和供应,转炉煤气,燃气锅炉,CO,constant,1.3,g/m3,,附录D 表D.1,45
D-HS-CONVGAS-GASBOILER-NOX,电力热力源,热力生产和供应,转炉煤气,燃气锅炉,NOX,constant,1.35,g/m3,,附录D 表D.1,45
D-HS-CONVGAS-GASBOILER-SO2,电力热力源,热力生产和供应,转炉煤气,燃气锅炉,SO2,constant,0,g/m3,,附录D 表D.1,45
D-HS-CONVGAS-GASBOILER-VOCS,电力热力源,热力生产和供应,转炉煤气,燃气锅炉,VOCS,constant,0.05,g/m3,,附录D 表D.1,45
D-HS-CONVGAS-GASBOILER-PM25,电力热力源,热力生产和供应,转炉煤气,燃气锅炉,PM25,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-CONVGAS-GASBOILER-PM10,电力热力源,热力生产和供应,转炉煤气,燃气锅炉,PM10,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-CONVGAS-GASBOILER-BC,电力热力源,热力生产和供应,转炉煤气,燃气锅炉,BC,constant,0,g/m3,,附录D 表D.1,45
D-HS-CONVGAS-GASBOILER-OC,电力热力源,热力生产和供应,转炉煤气,燃气锅炉,OC,constant,0,g/m3,,附录D 表D.1,45
D-HS-OTHFGAS-GASBOILER-CO,电力热力源,热力生产和供应,其它气体燃料,燃气锅炉,CO,constant,1.3,g/m3,,附录D 表D.1,45
D-HS-OTHFGAS-GASBOILER-NOX,电力热力源,热力生产和供应,其它气体燃料,燃气锅炉,NOX,constant,1.35,g/m3,,附录D 表D.1,45
D-HS-OTHFGAS-GASBOILER-SO2,电力热力源,热力生产和供应,其它气体燃料,燃气锅炉,SO2,constant,0,g/m3,,附录D 表D.1,45
D-HS-OTHFGAS-GASBOILER-VOCS,电力热力源,热力生产和供应,其它气体燃料,燃气锅炉,VOCS,constant,0.02,g/m3,,附录D 表D.1,45
D-HS-OTHFGAS-GASBOILER-PM25,电力热力源,热力生产和供应,其它气体燃料,燃气锅炉,PM25,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-OTHFGAS-GASBOILER-PM10,电力热力源,热力生产和供应,其它气体燃料,燃气锅炉,PM10,constant,0.03,g/m3,,附录D 表D.1,45
D-HS-OTHFGAS-GASBOILER-BC,电力热力源,热力生产和供应,其它气体燃料,燃气锅炉,BC,constant,0,g/m3,,附录D 表D.1,45
D-HS-OTHFGAS-GASBOILER-OC,电力热力源,热力生产和供应,其它气体燃料,燃气锅炉,OC,constant,0,g/m3,,附录D 表D.1,45
D-HS-CRUDE-OILBOILER-CO,电力热力源,热力生产和供应,原油,燃油锅炉,CO,constant,0.6,g/kg燃料,,附录D 表D.1,45
D-HS-CRUDE-OILBOILER-NOX,电力热力源,热力生产和供应,原油,燃油锅炉,NOX,constant,7.24,g/kg燃料,,附录D 表D.1,45
D-HS-CRUDE-OILBOILER-SO2,电力热力源,热力生产和供应,原油,燃油锅炉,SO2,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-CRUDE-OILBOILER-VOCS,电力热力源,热力生产和供应,原油,燃油锅炉,VOCS,constant,0.13,g/kg燃料,,附录D 表D.1,45
D-HS-CRUDE-OILBOILER-PM25,电力热力源,热力生产和供应,原油,燃油锅炉,PM25,constant,0.62,g/kg燃料,,附录D 表D.1,45
D-HS-CRUDE-OILBOILER-PM10,电力热力源,热力生产和供应,原油,燃油锅炉,PM10,constant,0.85,g/kg燃料,,附录D 表D.1,45
D-HS-CRUDE-OILBOILER-BC,电力热力源,热力生产和供应,原油,燃油锅炉,BC,constant,0.04,g/kg燃料,,附录D 表D.1,45
D-HS-CRUDE-OILBOILER-OC,电力热力源,热力生产和供应,原油,燃油锅炉,OC,constant,0.01,g/kg燃料,,附录D 表D.1,45
D-HS-GASOLINE-OILBOILER-CO,电力热力源,热力生产和供应,汽油,燃油锅炉,CO,constant,0.6,g/kg燃料,,附录D 表D.1,45
D-HS-GASOLINE-OILBOILER-NOX,电力热力源,热力生产和供应,汽油,燃油锅炉,NOX,constant,16.7,g/kg燃料,,附录D 表D.1,45
D-HS-GASOLINE-OILBOILER-SO2,电力热力源,热力生产和供应,汽油,燃油锅炉,SO2,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-GASOLINE-OILBOILER-VOCS,电力热力源,热力生产和供应,汽油,燃油锅炉,VOCS,constant,0.13,g/kg燃料,,附录D 表D.1,45
D-HS-GASOLINE-OILBOILER-PM25,电力热力源,热力生产和供应,汽油,燃油锅炉,PM25,constant,0.62,g/kg燃料,,附录D 表D.1,45
D-HS-GASOLINE-OILBOILER-PM10,电力热力源,热力生产和供应,汽油,燃油锅炉,PM10,constant,0.85,g/kg燃料,,附录D 表D.1,45
D-HS-GASOLINE-OILBOILER-BC,电力热力源,热力生产和供应,汽油,燃油锅炉,BC,constant,0.04,g/kg燃料,,附录D 表D.1,45
D-HS-GASOLINE-OILBOILER-OC,电力热力源,热力生产和供应,汽油,燃油锅炉,OC,constant,0.01,g/kg燃料,,附录D 表D.1,45
D-HS-KEROSENE-OILBOILER-CO,电力热力源,热力生产和供应,煤油,燃油锅炉,CO,constant,0.6,g/kg燃料,,附录D 表D.1,45
D-HS-KEROSENE-OILBOILER-NOX,电力热力源,热力生产和供应,煤油,燃油锅炉,NOX,constant,21.2,g/kg燃料,,附录D 表D.1,45
D-HS-KEROSENE-OILBOILER-SO2,电力热力源,热力生产和供应,煤油,燃油锅炉,SO2,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-KEROSENE-OILBOILER-VOCS,电力热力源,热力生产和供应,煤油,燃油锅炉,VOCS,constant,0.13,g/kg燃料,,附录D 表D.1,45
D-HS-KEROSENE-OILBOILER-PM25,电力热力源,热力生产和供应,煤油,燃油锅炉,PM25,constant,0.9,g/kg燃料,,附录D 表D.1,45
D-HS-KEROSENE-OILBOILER-PM10,电力热力源,热力生产和供应,煤油,燃油锅炉,PM10,constant,0.9,g/kg燃料,,附录D 表D.1,45
D-HS-KEROSENE-OILBOILER-BC,电力热力源,热力生产和供应,煤油,燃油锅炉,BC,constant,0.12,g/kg燃料,,附录D 表D.1,45
D-HS-KEROSENE-OILBOILER-OC,电力热力源,热力生产和供应,煤油,燃油锅炉,OC,constant,0.04,g/kg燃料,,附录D 表D.1,45
D-HS-DIESEL-OILBOILER-CO,电力热力源,热力生产和供应,柴油,燃油锅炉,CO,constant,0.6,g/kg燃料,,附录D 表D.1,45
D-HS-DIESEL-OILBOILER-NOX,电力热力源,热力生产和供应,柴油,燃油锅炉,NOX,constant,7.4,g/kg燃料,,附录D 表D.1,45
D-HS-DIESEL-OILBOILER-SO2,电力热力源,热力生产和供应,柴油,燃油锅炉,SO2,constant,3,g/kg燃料,,附录D 表D.1,45
D-HS-DIESEL-OILBOILER-VOCS,电力热力源,热力生产和供应,柴油,燃油锅炉,VOCS,constant,0.13,g/kg燃料,,附录D 表D.1,45
D-HS-DIESEL-OILBOILER-PM25,电力热力源,热力生产和供应,柴油,燃油锅炉,PM25,constant,0.5,g/kg燃料,,附录D 表D.1,45
D-HS-DIESEL-OILBOILER-PM10,电力热力源,热力生产和供应,柴油,燃油锅炉,PM10,constant,0.5,g/kg燃料,,附录D 表D.1,45
D-HS-DIESEL-OILBOILER-BC,电力热力源,热力生产和供应,柴油,燃油锅炉,BC,constant,0.14,g/kg燃料,,附录D 表D.1,45
D-HS-DIESEL-OILBOILER-OC,电力热力源,热力生产和供应,柴油,燃油锅炉,OC,constant,0.01,g/kg燃料,,附录D 表D.1,45
D-HS-FUELOIL-OILBOILER-CO,电力热力源,热力生产和供应,燃料油,燃油锅炉,CO,constant,0.6,g/kg燃料,,附录D 表D.1,45
D-HS-FUELOIL-OILBOILER-NOX,电力热力源,热力生产和供应,燃料油,燃油锅炉,NOX,constant,10.06,g/kg燃料,,附录D 表D.1,45
D-HS-FUELOIL-OILBOILER-SO2,电力热力源,热力生产和供应,燃料油,燃油锅炉,SO2,constant,20,g/kg燃料,,附录D 表D.1,45
D-HS-FUELOIL-OILBOILER-VOCS,电力热力源,热力生产和供应,燃料油,燃油锅炉,VOCS,constant,0.19,g/kg燃料,,附录D 表D.1,45
D-HS-FUELOIL-OILBOILER-PM25,电力热力源,热力生产和供应,燃料油,燃油锅炉,PM25,constant,0.62,g/kg燃料,,附录D 表D.1,45
D-HS-FUELOIL-OILBOILER-PM10,电力热力源,热力生产和供应,燃料油,燃油锅炉,PM10,constant,0.85,g/kg燃料,,附录D 表D.1,45
D-HS-FUELOIL-OILBOILER-BC,电力热力源,热力生产和供应,燃料油,燃油锅炉,BC,constant,0.04,g/kg燃料,,附录D 表D.1,45
D-HS-FUELOIL-OILBOILER-OC,电力热力源,热力生产和供应,燃料油,燃油锅炉,OC,constant,0.05,g/kg燃料,,附录D 表D.1,45
D-HS-OTHLIQ-OILBOILER-CO,电力热力源,热力生产和供应,其它液体燃料,燃油锅炉,CO,constant,0.6,g/kg燃料,,附录D 表D.1,45
D-HS-OTHLIQ-OILBOILER-NOX,电力热力源,热力生产和供应,其它液体燃料,燃油锅炉,NOX,constant,10.06,g/kg燃料,,附录D 表D.1,45
D-HS-OTHLIQ-OILBOILER-SO2,电力热力源,热力生产和供应,其它液体燃料,燃油锅炉,SO2,constant,0,g/kg燃料,,附录D 表D.1,45
D-HS-OTHLIQ-OILBOILER-VOCS,电力热力源,热力生产和供应,其它液体燃料,燃油锅炉,VOCS,constant,0.13,g/kg燃料,,附录D 表D.1,45
D-HS-OTHLIQ-OILBOILER-PM25,电力热力源,热力生产和供应,其它液体燃料,燃油锅炉,PM25,constant,0.62,g/kg燃料,,附录D 表D.1,45
D-HS-OTHLIQ-OILBOILER-PM10,电力热力源,热力生产和供应,其它液体燃料,燃油锅炉,PM10,constant,0.85,g/kg燃料,,附录D 表D.1,45
D-HS-OTHLIQ-OILBOILER-BC,电力热力源,热力生产和供应,其它液体燃料,燃油锅炉,BC,constant,0.04,g/kg燃料,,附录D 表D.1,45
D-HS-OTHLIQ-OILBOILER-OC,电力热力源,热力生产和供应,其它液体燃料,燃油锅炉,OC,constant,0.01,g/kg燃料,,附录D 表D.1,45
D-HS-PETCOKE-OILBOILER-CO,电力热力源,热力生产和供应,石油焦,燃油锅炉,CO,constant,0.6,g/kg燃料,,附录D 表D.1,45
D-HS-PETCOKE-OILBOILER-NOX,电力热力源,热力生产和供应,石油焦,燃油锅炉,NOX,constant,10.06,g/kg燃料,,附录D 表D.1,45
D-HS-PETCOKE-OILBOILER-SO2,电力热力源,热力生产和供应,石油焦,燃油锅炉,SO2,constant,0,g/kg燃料,,附录D 表D.1,45
