source_id,target,human_scope_decision,human_workbook_row,mapping_method,raw_base102_row,raw_base102_sequence,inventory_year,pseudonymous_entity_id,industry_code,target_equipment_value,enterprise_master_present,enterprise_control_row_count
SRC-RAW-A4DCCD2AA40C892C6230,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3031,21,2022,CREDIT-A14C0D894A0E,1453,,True,1
SRC-RAW-8CE849CB2AD80D336DB1,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3032,21,2022,CREDIT-A5DCC0E5DCD6,1340,,True,1
SRC-RAW-62CFF39B2601FE99DAD9,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3033,22,2022,CREDIT-A5DCC0E5DCD6,1340,,True,1
SRC-RAW-3784013AAB04821B8241,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3034,23,2022,CREDIT-A5DCC0E5DCD6,1340,,True,1
SRC-RAW-34C8F164664539ABE6A8,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3035,21,2022,CREDIT-38D8DE7C8BC0,1453,,True,1
SRC-RAW-EEFA0E722316A4501585,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3036,21,2022,CREDIT-D482951A24B5,3031,,True,1
SRC-RAW-1A080E69B2DA694F0C35,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3037,21,2022,CREDIT-44C6ED3D1887,1453,,True,1
SRC-RAW-AEAE1185FF114B21ADCA,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3038,11,2022,CREDIT-962344F2A762,4417,燃生物质锅炉,True,4
SRC-RAW-2069ACC61458686AA194,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3039,21,2022,CREDIT-E8EB165467C7,3021,,True,1
SRC-RAW-E44B8B543B8B4A0E34D9,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3040,21,2022,CREDIT-CCDF32437F3C,3021,,True,1
SRC-RAW-9A6FA0AA6A205A86C121,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3041,21,2022,CREDIT-1E962AAF9C90,2761,,True,0
SRC-RAW-7D882C3903D9FF36D042,POWER,not_selected_for_target,,absence_from_expert_target_workbook,3042,22,2022,CREDIT-1E962AAF9C90,2761,,True,0
SRC-RAW-4EBBE2E88B7A42C41150,POWER,include,231,canonical_expert_scope_order,3043,11,2022,CREDIT-B11D1EB7B894,3110,燃煤锅炉,True,11
SRC-RAW-7452B425E0731BA4BBD2,POWER,include,232,canonical_expert_scope_order,3044,12,2022,CREDIT-B11D1EB7B894,3110,燃煤锅炉,True,11
